id,description,asking_price,annual_revenue,ebitda,sde
cd2f3a5b-9a3c-4a23-92c7-a155999d9188,"Top performing entertainment venue for sale in Jacksonville, FL Take advantage of this exceptional opportunity to own an established, thriving entertainment franchise in a vibrant revitalized neighborhood known for its strong sense of community. This exciting business has been delighting customers with thrilling experiences and memorable events, and now it could be yours to continue its legacy of success. Key Features: • Proven Concept: Benefit from being part of a renowned franchise with a proven track record of success in this booming industry. This particular location is consistently a top performer within the franchise system with month over month gains. • Stunning Facility: This well-appointed venue boasts 6 state-of-the-art axe throwing pits (including one featuring digital target games), a beer/wine bar with 2COP license, a kitchen specializing in bar food, stylish rustic décor with handcrafted tables and bar, ping pong, corn hole, four steel tipped dart boards and ample space for hosting a variety of corporate events and large group gatherings. • Turnkey Operation: The business is fully equipped and operational, allowing for a seamless transition to new ownership without the need for extensive setup or renovations. • Diverse Revenue Streams: Enjoy multiple revenue streams including walk-in customers, corporate events, leagues, and private parties, providing stability and growth opportunities. Highlights: • Superb Location: Situated on Main Street with excellent visibility and accessibility and just 2 miles from downtown Jacksonville and Jags stadium. • Strong Brand Recognition: Benefit from the reputation and brand recognition of a well-known franchise, instantly gaining credibility and trust in the market. • Experienced Staff: A dedicated team of trained employees is in place to ensure smooth operations and exceptional customer service. The owners, who are the founders of the franchise, will lend their firsthand experience over a two week transition period. • Room for Growth: With the plans of the new Jags stadium and $8 million downtown Jacksonville projects in the pipeline, along with the new luxury apartments on First & Main Street, the area attracts a diverse mix of residents, visitors, and professionals. Community events like markets and themed festivals create a dynamic environment that supports small business and fosters strong local engagement. Don't miss out on this chance to own a thriving entertainment venue with a proven track record of success. Whether you're an experienced entrepreneur or a first-time business owner that could use the support of a franchisor, this opportunity offers the perfect blend of excitement and profitability. ***This is an established franchise, and the buyer must be approved by the franchisor before the business sale can be completed***",120000,378665,80884,80884
271147ab-539f-4ce6-a74b-579032cfe67d,"For nearly two decades, this business has been the trusted choice for local families and builders. Its reputation is not only built on years of service, but also on consistency and dependability that continue to generate word-of-mouth referrals and repeat contracts. Customers know the name and call back when quality matters.

The seller has prioritized systems, safety training, and reliable scheduling, which keep crews efficient and projects on time. With a staff that’s both experienced and loyal, the business runs smoothly without requiring the owner’s constant presence.

A buyer will inherit not just financial strength, but also a market position that blends reputation with room for expansion. The foundation is set — and growth is a choice, not a necessity.",725000,null,260000,null
02734765-bbaa-4a6c-a5f4-e8465d6372b5,"State-of-the-art equipment including Hyperbaric Chamber, Hydrogen Therapy Module, Dry Cold Therapy Module, Sauna, Light Therapy Module, Blood Testing Unit, Genetic Testing Unit, Hormone Therapy Unit, Peptides Unit, IV Therapy Units and more are included in the asking price. The clinic offers various tailored treatment methods designed to help extend our clients’ life expectancy.  Licensed medical staff in place include a part-time Regional Medical Doctor plus concierge, nursing and sales team. We are endorsed and backed by two well-known titans of this exciting new industry. 
The new owner will not be required to have prior medical training or experience. The ideal new owner will have a strong management background.  This is the perfect business for a qualified operator/investor looking to join a first-class established franchise system and to compress time by purchasing a protected unit.
Other Important Business Attributes Include:
- 80% of Clients Experience Health Outcome Improvements.
- Limited Competition.
- Membership Based Business. Consistent and Residual Revenues
- Clinic is approximately 2000 square feet.
- Call center fields leads and sets appointments for the clinics.
Full training and ongoing corporate support included.",775000,null,350000,null
ca541195-5eb9-45b4-bbb5-cfeda0a92903,"**NDA Required for address**

NOTE: Yes, it is still available. If interested, please schedule a call to discuss further: https://calendly.com/christian-zarama/15min

Asking Price

• Business: $10,500,000
  - Property Available Separately: $4,500,000

Financials (2025)

• Gross Revenue: $23,567,007
• SDE: $2,905,713

Breakdown

• Net Profit: $1,643,958
• Add-Backs:
  -Charitable Contributions: $107,525
  -Depreciation: $86,404
  -Interest: $562,214
  -Other Costs (Personal Expenses): $43,608
  -Owner Salary: $345,000
  -Travel & Entertainment: $117,004

Annual Expenses

• Material & Supplies: $4,714,488
• Subcontractor Expenses: $5,280,804
• Insurance Costs: $2,387,464
• Other Construction Costs: $3,345,951
• Automobile & Trucking Costs: $426,500
• Payroll & Payroll Taxes: $4,274,149
• Employee Benefits: $61,778
• Rents & Utilities: $247,071
• Legal & Professional Fees: $54,822
• Office Expenses: $177,666
• Repairs & Maintenance: $2,493

Business Summary

This established company specializes in roofing, restoration, and waterproofing services. It is certified to perform a wide range of installations, including:

• System restoration and recovery
• New roof installations
• Metal roofing systems
• Waterproofing solutions

The company maintains certifications from leading manufacturers, including: TQ3, Kemper, Johns Manville, Sarnafil, Siplast, Firestone, HENRY, GAF, Carlisle, and Soprema.

The business serves a diverse client base, including casinos, churches, industrial facilities, and office buildings, and provides ornamental and custom copper and zinc system installations. Over 80% of projects come from repeat customers, reflecting strong client loyalty.

Leadership brings over two decades of project management experience, with educational backgrounds from Bolton Street College (Dublin) and Quindío State University (Colombia). Projects range from small-scale jobs to multimillion-dollar contracts.

In addition to roofing, the company provides property damage restoration services, including:

• Water, wind, smoke, and fire damage restoration
• Mold remediation
• Sewage cleanup
• Trauma response

Business Overview

• Established: 2006
• Type: Roofing and supplies business, primarily commercial contractor
• Specialty: Historical restoration (e.g., notable landmark buildings)
• Primary Market: Manhattan
• Workforce: 90–100 employees (up to 170 during busy seasons)
• Subcontractors: Limited use

Ownership & Operations

• Owner is hands-off, overseeing operations only
• No physical labor performed by the owner
• No marketing currently; all business is repeat customers and word of mouth (marketing is a value-add if implemented)

Licensing & Certifications

• Employees are OSHA-40 certified
• Licensed with OSHA and Department of Buildings
• Works with architects/engineers; no commercial license needed
• Authorized installer by manufacturers (transferable with sale)
• No material contracts; longstanding supplier relationships

Real Estate / Facility

• Property Size: 30,000 sq ft
• Building Size: 15,000 sq ft
• Rent: ~$70,000/year (owner pays ~$7,000/month)
• Property Taxes: ~$40,000/year

Reason for Selling

Seller is exploring a sale to see market interest",10500000,23567007,2905713,null
b585829a-8b39-41b0-a824-eee32b00cbac,"Pizza shop for sale in Orlando, Florida. Business has a loyal customer base in a booming area of Orlando where the restaurant does very little advertising and has customers coming for just a slice or a whole pizza. Business has a full kitchen and a dedicated staff. The facility has a full kitchen along with indoor and outdoor seating. The seller says that the staff is fantastic and dedicated to their work.",450000,906324,174687,174687
adf88846-83dd-41b4-9895-5fb5df1e710b,"Established car dealership for sale, boasting a robust customer base and a proven track record of profitability. This business has a loyal clientele with a great reputation.*Details to be discussed.",299950,1047000,1100000,1100000
1c650ee3-61ef-488b-a03c-9b99e01148c0,"Snyder’s-Lance Chip route for sale in the Arvada, Colorado region for $100,000! Third-party related financing may be available with an estimated $10,000 down! Currently generating an estimated $452,542 in yearly sales and nets $58,461! Distributorship and territory are purchased through Snyder’s-Lance. Snyder’s-Lance currently distributes its well-known brand of Snyder’s Pretzels, Lance Crackers, Kettle Chips, Archway Cookies, Cape Cod Chips, Terra Chips, Eat Smart, Pirates Booty Popcorn, Skinny Pop Popcorn and more. There are currently 9 grocery stores accounts. This is a well established route with lots of growth opportunity. Turnkey business backed by a publicly traded company on the NYSE!",100000,452542,58461,58461
fb5470ad-e3e8-477e-aa82-c15f5971949f,"This local residential real estate business is available. Revenue increased 18% year over year. Cash flow represents adjusted net profit in 2023. The sale price includes all office supplies and advanced technology systems. Pre-approved property leads are available and provided by the corporate office. Accounting and bookkeeping are in place. The owner manages all aspects of this business including finding and screening new tenants, processing rent payments, property inspections, repairs, and evictions. The revenue and net profits are very predictable and recurring. This business is being run from a home-based office and could be run semi-passively. Thirty four percent of all U.S. properties are rented and fifty percent of all these units are handled by property management companies. The business has unlimited growth capacity depending on the new owner\u2019s time commitment. This office is partnered with a well-established national brand. No prior real estate experience is needed. Customized property management software plus full training along with ongoing corporate support are included.",199500,389600,161000,161000
fdce6290-b10d-4dc4-a6c7-3e4eccc44dbb,"This established company located in the Tampa Bay Metro Area on Florida’s West Coast is a diversified healthcare company with a strong focus on Durable Medical Equipment (DME), complex rehab technology, orthotic solutions, and chronic care management. The comprehensive services support a growing patient base while providing tailored solutions for over 200 long-term care (LTC) facilities. With an extensive insurance network and an experienced clinical team, The Company stands out as a reliable and scalable partner in the healthcare industry. Licensed in 15 States.
Key Capabilities & Services
•	Durable Medical Equipment (DME): Offering a full range of products, including mobility aids, respiratory devices, and other essential home medical equipment.
•	Complex Rehab Technology: Led by an on-staff Assistive Technology Professional (ATP), we provide customized rehab solutions and mobility devices to meet patients' unique needs.
•	Orthotic Services: Our certified orthotist and orthotic fitter provide both custom orthotics and off-the-shelf devices to enhance mobility and patient well-being.
•	Continuous Glucose Monitoring (CGM): We serve a growing patient base that relies on CGM devices, offering reliable monthly supply services and comprehensive patient support to manage diabetes effectively.
•	Wound Care Services: Trusted by 600 patients monthly, we supply high-quality wound care products and solutions that promote healing and improve patient outcomes in both long-term care and home settingsThis business offers a compelling acquisition opportunity with a strong foundation in high-demand markets, clinical expertise, and established industry relationships. The company’s diversified service offerings, scalable operations, and loyal patient base make it a standout player in the healthcare sector.",1900000,2500000,500000,null
31d1f76f-106b-47d8-a4b6-7eb6d0f0e907,"*** THIS LISTING IS CURRENTLY SALE PENDING. ***
                    
The owner is a CPA and wishes to retire but is willing to provide transitional assistance to the buyer to ensure a good handoff of the firms' clients, as well as work for the buyer if needed. This firm has a good local reputation, strong average fees, and represents a rare opportunity for the right buyer. The average 1040 is $448 and the avg. Corporate is $832. Clients consist of closely held businesses where the firm does tax work for the business and their owners. The firms' growth has been all referral and location based. The firm is paperless with front end scan for 1040s. Software: UltraTax, Xero, QBO, QBD. Staff are not aware of the sale but are expected to continue with the buyer.",500000,605000,339179,339179
9c8ae77f-fd4d-471f-b015-3f22381ef569,"UPS, FedEx, USPS, DHL, Drop-Off, Printing, Packing Service, Notary, Livescan, Mailbox and etc.",320000,378000,123000,123000
f57f7120-7281-4fa2-b734-074602723685,"HS Listing ID-66978 Flexible Financing: Seller Finance available Established Operation: Business running since 2006 with a strong reputation, current owner since 2018. Absentee Ownership: Fully Absentee, day to day operated by 10 employees with a trusted manager in place. Convenience: Corner lot with steady traffic. Facility Size: Large spacious 7,000 sqft sitting on a 13,503sqft corner lot. 70 feet tunnel. A SIGNED CONFIDENTIALITY AGREEMENT IS REQUIRED FOR THE EXACT LOCATION",350000,525000,85000,85000
9bc902b0-3538-4ff1-b53a-fe1fd23e3fef,"Founded in 1981, this Ecommerce company specializes in selling non-prescription medical products and supplies for pets (sold 100% via their website). Its customer base consists primarily of B2C transactions involving individual pet owners, animal rescue organizations, and professional breeders. A portion of revenue (around 20%) comes from international customers who purchase through freight forwarders, as the company only ships within the United States.The business offers approximately 1,500 SKUs and maintains an inventory valued between $90,000 and $120,000. It operates without any paid advertising but still maintains a strong market position, supported by an extensive customer base of 126,000 and an impressive 26,000 newsletter subscribers. This success demonstrates exceptional organic growth, with 69% of customers being repeat buyers.The business employs one W2 employee and one 1099 contractor who work part-time in the warehouse. The owner is looking to exit, but is confident the team will stay with the business post-sale.Sign NDA here: https://businessexits.com/listing/pet_meds_ecomm/",1200000,2981769,369032,369032
4f516e49-ff6f-4ebf-b72c-3acc5f122374,"Absentee Owned Irrigation Maintenance and Repair Business servicing the Broward County area. The company brings in over $19,000 per month in repeat revenue from wet checks. About 80% of revenue is derived from maintenance and repair services, while 20% of the revenue comes from irrigation install. The company’s customer base is made up of 60% HOA/Commercial, 20% residential, & 20% government. The operations manager in place allows the business to be ran absentee while the owner spends no more than 5 hours per week checking in. The current owner is selling due to an emergency medical condition requiring the owner to provide urgent care for a family member. NO SBA financing and NO seller financing available for this listing. Please ask for Moe Gonzalez when inquiring about this listing. *Use Reference ID: IRBR-WWI",299000,400616,125771,125771
46668568-bc19-4f87-a4cc-848587249949,"Business Type: Live Scan Service

Price $350,000
City Livermore, CA 
Annual Estimated Sales $221,000 +
Size 460 sq. ft
Rent ( All Inclusive) $ 1,271
Lease Exp 5/2026 
Employee 0
Established/ Owner since 2019
Reason for Sale Other Responsibilities
 Net Income ( SDE) $114,000

This is an excellent opportunity for an owner-operator to acquire a well-established and consistently profitable Live
Scan fingerprinting business. The operation is simple and efficient, requiring no employees, and the current owner
works only a few hours per week. All Live Scan services are provided by appointment, and mobile Live Scan services
are offered exclusively for group bookings of approximately 20 individuals or more.
With increased marketing and outreach efforts, a new owner can further expand service volume and capture additional
growth potential.",350000,221000,114000,null
8a481330-21c2-479c-899c-824bbfc48cbb,"Located in a prime area of Boca Raton, this established coffee café presents an exceptional opportunity to acquire a fully built-out, turnkey operation with a loyal and established customer base. Positioned in a high-visibility location, the business benefits from steady foot traffic and strong local community presence.

The café is widely recognized for its authentic, freshly prepared coffee offerings, featuring a diverse selection of specialty beverages designed to appeal to a broad customer base. In addition to its signature drink menu, the business serves breakfast, lunch, and dinner, complemented by a popular assortment of freshly made pastries that encourage repeat visits.

The business generates consistent revenue and has built a strong reputation for quality, authenticity, and customer service, resulting in dependable repeat clientele and stable daily sales.

This is a true turnkey opportunity for a new owner. The sale includes:

$45,000 in Furniture, Fixtures & Equipment (FF&E)

$120,000 in Leasehold Improvements

$5,500 in Inventory

With all infrastructure, equipment, and buildout already in place, a new owner can seamlessly transition into operations without the time, risk, and expense associated with starting from the ground up.

This opportunity is ideal for an owner-operator or investor seeking an established café concept in one of South Florida’s most desirable markets.",180000,290963,65000,null
82a31da6-ad08-4908-8997-284c6b28ce1a,"Incredible opportunity to acquire a large and established commercial construction business. This family owned business has been around for over 2 decades and has built relationships with many of the municipalities and government entities in the State of Arizona. They specialize in large construction projects for courts, parks and rec and other county, city and State agencies.  This business has a great team of well seasoned staff of 16 employees, including engineers, supervisors, project managers, etc. This enterprise recently started a Multi-Million dollar project which should contribute at least $5M in profit over the next 14 months> The final negotiated selling price will be $7M plus an amount to be determined by the remaining Work in Progress. This listing is too large for SBA funding. The ideal buyer will be a larger construction company or Private Equity Group that wants to leverage this business and tenured employees to get in the Public Works construction sector. Seller owns the Real Estate where the office is located and will create a long term lease for the BUYER with mutually agreed upon terms. SERIOUS INQUIRIES ONLY . All inquiries must complete a non-disclosure agreement and BUYER profile before receiving any additional information.",7000000,17000000,1800000,1800000
d255a674-8270-4924-94ce-5ffdd2e67f65,"Look at this Family Owned Non-Emergency Medical Transportation Business. The company has been in business for 41 years. The company was the first licensed private company in the county to provide non-emergency medical transportation. The company is proud of all the relationships and agreements it has with hospitals, nursing homes, hospices and Public Transportation. 1000 sq ft office building and .34 acres of land included in the sale.

For more information on this business for sale contact listing agent Ivan Lilov - (813) 215-6801. Please refer to listing #3353383876.",1100000,1224893,219200,null
06f29eb1-9edb-4307-93a1-f8737e34edd1,"Founded in 2010, this Established Pet Store Franchise in Central Michigan has built a strong reputation for its friendly and knowledgeable staff, who prioritize helping pet owners find quality products for their pets. The store features a streamlined design, allowing customers to easily navigate through a wide assortment of natural pet foods, hard goods, and services, including pet grooming, vet clinics, and online shopping.New ownership would benefit from the support provided by the national franchise, which assists in ensuring seamless day-to-day operations. The franchise offers consistent communication with a District Team Leader (DTL), who serves as the initial point of contact for various questions or concerns. There is a Service Desk system available to the team to support a variety of issues that may arise in daily operations, including online ordering, the electronic invoice system, and point-of-sale problems (IT). The franchise also provides a Service Desk system to owners who can submit tickets to receive support with higher-level tasks, including marketing strategy, invoice reconciliation, inventory management, and more.Current ownership operates the Business on a semi-absentee level, new ownership could continue to run the Business in the same way or become more involved with the day-to-day operations. Ownership is seeking to sell in order to move to live closer to family.",850000,2008777,374967,374967
608da6a2-7f07-46c3-a7df-d148ac8ed3bc,"This is a well-known, high margin, proven recession resistant B2B and B2C company. The sale price includes vehicles and an extensive equipment package. Everything needed to run daily operations. This is a fantastic business in a breakout industry. Excellent profit margins with high earnings. We are a 57-year-old brand with “year over year” of increased sales through two recessions and a pandemic. This business is great for someone with excellent executive management and project management skills. In addition, if you are a person that excels at bringing different parties together focused on completing projects this is a great fit for you. While the core of this business is property damage, primarily dealing with fire, water, mold remediation, repair, and reconstruction it is not necessary to be an expert in this industry. Included in this sale there is extensive training that is provided as well as ongoing support. As the new owner, you will provide financial oversight, building relationships, and networking in the community. In addition, included in this sale, there are existing insurance company relationships providing reoccurring and ongoing revenue. This “essential” and needs based service business is highly scalable with continued growth potential. The sale includes a valuation for work vehicles, equipment, and supplies.",499990,2490000,450000,null
2a99e881-4162-4060-8597-b583165eee26,"Discover a super-friendly nail salon that stands out with brand-new equipment and a prime location in a vibrant, upscale center. We offer a wide range of services to elevate your beauty routine, including stunning acrylic nails, smooth Brazilian waxing, luscious eyelash extensions, refreshing manicures, elegant French nails, and creative gel nail art. Experience exceptional beauty and nail care in a welcoming environment. Please note, we are closed on Sundays, so plan your visit accordingly! and gel nail art. This nail salon offers numerous beauty and nail services, closed on Sunday",129000,240000,60000,null
3c33d70a-983e-4b46-ab4b-89edc69449c7,"Donut business prides itself on providing its customers with warm, delicious, and made-to-order donuts, breakfast sandwiches, coffee, and milkshakes in a unique in-store experience. With a family-friendly environment, this franchise offers an excellent platform for growth. Currently, there are 18 employees and growing. The owner is willing to train and finance.",370000,606749,108274,108274
99fa743f-b76c-4c84-a6e5-e6d17f2ff58f,"This opportunity does not present itself often - this is your chance to purchase an established tobacco manufacturing company with TTB license, wholesale, and branded tobacco line. This profitable company has been in operation for over a decade. Tobacco is sold wholesale with multiple weekly truck routes in place. Over 120+ retail stores carry the brand of tobacco. With some additional permitting, the TTB license could be transferred to a new location.The sale will include the company's TTB license, tobacco brand, manufacturing process, and wholesale outfit. Call today for more information!",1200000,531600,221685,221685
ae1bff8c-353e-448a-972d-b95f2b338011,"Niche, woman-owned, residential painting company with a strong track record of success; distinguished by its unforgettable branding, streamlined operations, and outstanding customer satisfaction. This company excels in both interior and exterior residential painting and offers valuable add-ons such as accent wall creation, wallpaper installation, and personalized color consultations. What truly sets this business apart is its clearly defined, well-documented processes—from sales and estimates to seamless project execution and thoughtful follow-up—ensuring an effortless experience for clients while maximizing efficiency for staff. Boasting robust online visibility and a highly recognizable brand, this business is perfectly positioned for a new owner to step in and drive significant growth. With an established reputation and ample opportunities for expansion into adjacent services or markets, this is a remarkable chance for anyone looking to make a lasting impact in the residential painting industry. Seller Financing Available for a Well-Qualified Buyer. Inquire for more details and learn how you can buy a business for as little as 10% down on qualified SBA listings or how to use creative financing options to get a deal done! At Transworld Business Advisors, we are the most active business brokerage in the country - listing and selling the most businesses in the state. Get added to our buyer list today to receive notifications as businesses with your criteria hit the market!",495000,848023,170621,170621
